,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.748178e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0165822e-07,2.793126e-08,1.9530642e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2533222e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2709293e-07,-5.7296563e-09,-6.334618e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9759383e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0865412e-08,1.7887094e-08,5.4681043e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056540123,0.0,0.0,-0.0058264616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0116113e-11,0.0,1.2685089e-10,3.3988865e-10,0.0,-1.8304658e-10,-1.10082346e-10,0.0,4.7559043e-13,-4.1683254e-12,0.0,0.0,0.0,-2.9497772e-11,1.3198611e-11,0.0,0.0,0.0,0.0,4.408183e-14,-2.0962136e-14,0.0,0.0,0.0,-5.524705e-14,0.0,2.4598885e-14,-7.214068e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.198535e-15,2.5296798e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.466521e-16,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001371153,0.0,0.0,-0.0011451885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6798594e-10,0.0,-3.5502107e-10,-1.3034365e-10,0.0,-3.0549638e-10,2.8836654e-11,0.0,2.3360346e-12,2.8380917e-12,0.0,0.0,0.0,-9.941303e-13,6.66565e-11,0.0,0.0,0.0,0.0,3.3487732e-14,-6.002908e-14,0.0,0.0,0.0,-2.323861e-15,0.0,9.794159e-15,-9.359735e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3151526e-15,1.1627014e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.698259e-15,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072919778,0.0,0.0,0.0032409208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.552694e-10,0.0,-4.5284687e-10,-2.811451e-10,0.0,-1.32227e-10,1.7487012e-10,0.0,4.161849e-12,-2.2704312e-12,0.0,0.0,0.0,-1.1517649e-11,-2.4108977e-11,0.0,0.0,0.0,0.0,1.9530227e-13,-7.89287e-14,0.0,0.0,0.0,2.4684761e-14,0.0,1.2442326e-15,1.00715294e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.224886e-15,7.347687e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700025e-15,0.0,0.0,0.0,0.0,0.0
6,-0.20043378,0.0,0.0,0.10310348,0.0,-0.18705843,-0.03924491,0.0,0.0,0.29615948,-0.40770447,-0.025399737,-1.0,-0.54886085,0.11572546,0.0,0.0,-0.044806875,-0.030246146,0.0,0.0,-2.3591849e-05,0.0,-8.695286e-07,0.00011098995,-0.0011053529,5.1924126e-05,-7.831368e-06,0.0,0.0,0.0,-2.0757523e-06,-2.322922e-06,0.0,0.0,-2.5299507e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0564492e-08,-8.11988e-08,-2.12816e-07,9.637886e-08,0.0,2.7932265e-10,0.0,2.7927719e-08,-1.8288284e-09,0.0,1.0686302e-09,0.0,2.1852382e-10,1.5907733e-10,3.2609453e-11,0.0,0.0,0.0,0.0,0.0,2.539041e-12,-7.81873e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.18717267,0.0,0.0,0.099698186,0.0,-0.043749508,-0.0037592002,0.0,0.0,0.22300905,0.36704043,0.86452943,-0.43818754,-0.09458353,-0.21249935,0.0,0.0,0.00334843,0.047473703,0.0,0.0,-9.976057e-05,0.0,-3.4593675e-06,-0.00018403909,0.0006477827,0.00019814173,9.3701216e-05,0.0,0.0,0.0,1.3064589e-05,9.285793e-06,0.0,0.0,-3.7614536e-05,0.0,0.0,0.0,0.0,0.0,0.0,-6.615042e-08,-1.2566413e-07,-1.7834009e-07,-2.6121514e-08,0.0,2.5329019e-09,0.0,-1.3456578e-09,5.4643445e-09,0.0,2.8085796e-09,0.0,-6.561804e-10,3.3994907e-10,3.759717e-11,0.0,0.0,0.0,0.0,0.0,-1.6116119e-11,-7.1928666e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.10745072,0.0,0.0,-0.054253556,0.0,-0.16127032,-0.02704523,0.0,0.0,-0.05563039,-0.040919654,-0.30935842,-0.5243557,-0.51395684,-0.4101786,0.0,0.0,-0.0121757295,0.013905591,0.0,0.0,5.9643827e-07,0.0,6.947577e-08,-0.00010774368,-0.00017907476,-9.44287e-06,-5.176408e-06,0.0,0.0,0.0,-5.456205e-07,-3.925757e-07,0.0,0.0,-3.4149954e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.920025e-08,-3.042522e-07,-2.411123e-07,-4.273237e-08,0.0,-4.5171583e-10,0.0,-2.0466933e-08,5.153004e-10,0.0,-5.3989496e-10,0.0,-3.9121667e-10,-6.6227676e-11,-7.52842e-12,0.0,0.0,0.0,0.0,0.0,-3.3934832e-12,3.170826e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,-0.01883022,0.0952945,0.01780144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03452656e-10,0.0,0.0,0.0,-2.7493664e-11,0.0,-7.2018834e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0521329e-12,0.0,0.0,0.0,7.993976e-13,0.0,0.0,2.3861508e-16,5.841403e-14,5.6369416e-14,1.000474e-14,0.0,0.0,-2.3643207e-16,-3.439759e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
