s_vals,cl1,cl2,cl3
1,0.5,0.390625,0.9947916666666666
2,0.4296875,0.3828125,0.9953125
4,0.4114583333333333,0.39732142857142855,0.9957386363636364
8,0.37890625,0.40625,0.99609375
